dropoff_site,load_id,load_time,load_type,load_weight,report_date,route_number,route_type
Ahafo Ano North,1754,2001,RECYCLING - SINGLE STREAM,34258,2001,RTAU14,RECYCLING - SINGLE STREAM
Offinso Municipal,1755,2001,RECYCLING - PAPER,34857,2001,RF05,RECYCLING - PAPER
Afigya Kwabre,1756,2001,SWEEPING,7473,2001,RHAS33,SWEEPING
Kwabre East,1757,2001,GARBAGE COLLECTIONS,102713,2001,PAF62,GARBAGE COLLECTIONS
Afigya Sekyere,1758,2001,SWEEPING,136359,2001,E11,SWEEPING
Mampong Municipal,1759,2001,GARBAGE COLLECTIONS,119457,2001,PAH81,GARBAGE COLLECTIONS
Sekyere East,1760,2001,GARBAGE COLLECTIONS,80859,2001,PAM74,GARBAGE COLLECTIONS
Sekyere Afram Plains,1761,2001,GARBAGE COLLECTIONS,85699,2001,PW83,GARBAGE COLLECTIONS
Sekyere Central,1762,2001,RECYCLING - SINGLE STREAM,16756,2001,DF1,RECYCLING - SINGLE STREAM
Ejura Sekye Dumasi,1763,2001,GARBAGE COLLECTIONS,75523,2001,PAH84,GARBAGE COLLECTIONS
Offinso North,1764,2001,BULK,47794,2001,BU19,BULK
Asunafo South,1765,2001,GARBAGE COLLECTIONS,23671,2001,PH13,GARBAGE COLLECTIONS
Asunafo North Municipal,1766,2001,YARD TRIMMING,128114,2001,YF01,YARD TRIMMING
Asutifi,1767,2001,BRUSH,98620,2001,BR20,BRUSH
Dormaa Municipal,1768,2001,BULK,38096,2001,BU13,BULK
Dormaa East,1769,2001,GARBAGE COLLECTIONS,20159,2001,PAH65,GARBAGE COLLECTIONS
Tano South,1770,2001,SWEEPING,119035,2001,SW09-R,SWEEPING
Tano North,1771,2001,SWEEPING,79163,2001,NE05-R,SWEEPING
Sunyani Municipal,1772,2001,RECYCLING - SINGLE STREAM,42421,2001,RFBS33,RECYCLING - SINGLE STREAM
Sunyani West,1773,2001,GARBAGE COLLECTIONS,99270,2001,PAM82,GARBAGE COLLECTIONS
Berekum Municipal,1774,2001,GARBAGE COLLECTIONS,125229,2001,PW20,GARBAGE COLLECTIONS
Jaman South,1775,2001,RECYCLING - SINGLE STREAM,28614,2001,RHAU16,RECYCLING - SINGLE STREAM
Jaman North,1776,2001,RECYCLING - COMINGLE,29248,2001,RH14,RECYCLING - COMINGLE
Tain,1777,2001,BRUSH,77762,2001,BR18,BRUSH
Wenchi Municipal,1778,2001,BRUSH,134618,2001,BR13,BRUSH
Techiman Municipal,1779,2001,RECYCLING - SINGLE STREAM,37381,2001,SPEC PROJCT,RECYCLING - SINGLE STREAM
Nkoranza South,1780,2001,BULK,119671,2001,BU25,BULK
Nkoranza North,1781,2001,SWEEPING,70234,2001,S05,SWEEPING
Atebubu Amantin,1782,2001,YARD TRIMMING,100232,2001,YM08,YARD TRIMMING
Sene,1783,2001,SWEEPING,7832,2001,DSS04,SWEEPING
Pru,1784,2001,BULK,13158,2001,BU13,BULK
Kintampo South,1785,2001,YARD TRIMMING,24553,2001,YH02,YARD TRIMMING
Kintampo North Municipal,1786,2001,BULK,5775,2001,BU30,BULK
Bole,1787,2001,GARBAGE COLLECTIONS,57039,2001,PH12,GARBAGE COLLECTIONS
Sawla-Tuna-Kalba,1788,2001,GARBAGE COLLECTIONS,28438,2001,PAH74,GARBAGE COLLECTIONS
West Gonja,1789,2001,RECYCLING - SINGLE STREAM,16114,2001,RWBU13,RECYCLING - SINGLE STREAM
Gonja Central,1790,2001,RECYCLING - SINGLE STREAM,27027,2001,RMBU11,RECYCLING - SINGLE STREAM
East Gonja,1791,2001,RECYCLING - COMINGLE,138740,2001,RM01,RECYCLING - COMINGLE
Kpandai,1792,2001,GARBAGE COLLECTIONS,101851,2001,PAM73,GARBAGE COLLECTIONS
Nanumba South,1793,2001,GARBAGE COLLECTIONS,1020,2001,PAF51,GARBAGE COLLECTIONS
Nanumba North,1794,2001,SWEEPING,103750,2001,NW09-R,SWEEPING
Zabzugu Tatali,1795,2001,GARBAGE COLLECTIONS,47213,2001,PASJP,GARBAGE COLLECTIONS
Yendi Municipal,1796,2001,GARBAGE COLLECTIONS,15850,2001,PAH63,GARBAGE COLLECTIONS
Tamale Metropolis,1797,2001,GARBAGE COLLECTIONS,27604,2001,PAW03,GARBAGE COLLECTIONS
Tamale South,1798,2001,SWEEPING,64873,2001,S08,SWEEPING
Tamale Central,1799,2001,GARBAGE COLLECTIONS,4123,2001,PAM05,GARBAGE COLLECTIONS
Tamale North,1800,2001,GARBAGE COLLECTIONS,89591,2001,PAM85,GARBAGE COLLECTIONS
Tolon Kumbugu,1801,2001,RECYCLING - COMINGLE,29869,2001,RH04,RECYCLING - COMINGLE
Savelugu Nanton,1802,2001,RECYCLING - PAPER,24305,2001,IRT1,RECYCLING - PAPER
Karaga,1803,2001,RECYCLING - SINGLE STREAM,55699,2001,RFBU16,RECYCLING - SINGLE STREAM
Gushiegu,1804,2001,SWEEPING,23052,2001,DSE02,SWEEPING
Saboba,1805,2001,SWEEPING,64520,2001,SC02-R,SWEEPING
Chereponi,1806,2001,YARD TRIMMING,57632,2001,YT01,YARD TRIMMING
Bunkpurugu Yonyo,1807,2001,BRUSH,54638,2001,ST0508,BRUSH
Mamprusi East,1808,2001,RECYCLING - SINGLE STREAM,34053,2001,RHBU10,RECYCLING - SINGLE STREAM
Mamprusi West,1809,2001,YARD TRIMMING,126305,2001,YM06,YARD TRIMMING
Builsa,1810,2001,RECYCLING - COMINGLE,19968,2001,RH25,RECYCLING - COMINGLE
Kasena Nankana West,1811,2001,GARBAGE COLLECTIONS,102340,2001,PH14,GARBAGE COLLECTIONS
Kasena Nankana East,1812,2001,RECYCLING - COMINGLE,4657,2001,RW12,RECYCLING - COMINGLE
Bolgatanga Municipal,1813,2001,GARBAGE COLLECTIONS,93320,2001,PAM63,GARBAGE COLLECTIONS
Talensi Nabdam,1814,2001,GARBAGE COLLECTIONS,124047,2001,PAH69,GARBAGE COLLECTIONS
Bongo,1815,2001,RECYCLING - SINGLE STREAM,125036,2001,RTBS43,RECYCLING - SINGLE STREAM
Bawku West,1816,2001,GARBAGE COLLECTIONS,106368,2001,PAH82,GARBAGE COLLECTIONS
Garu Tempane,1817,2001,GARBAGE COLLECTIONS,34201,2001,PAT87,GARBAGE COLLECTIONS
Bawku Municipal,1818,2001,BULK,81862,2001,BU11,BULK
Wa West,1819,2001,GARBAGE COLLECTIONS,35371,2001,PAW79,GARBAGE COLLECTIONS
Wa Municipal,1820,2001,GARBAGE COLLECTIONS,10661,2001,PAF83,GARBAGE COLLECTIONS
Wa East,1821,2001,YARD TRIMMING,55977,2001,YM04,YARD TRIMMING
Sissala East,1822,2001,RECYCLING - SINGLE STREAM,6284,2001,RWAU24,RECYCLING - SINGLE STREAM
Nadowli,1823,2001,RECYCLING - SINGLE STREAM,87309,2001,RHBU16,RECYCLING - SINGLE STREAM
Jirapa,1824,2001,RECYCLING - COMINGLE,139749,2001,RM22,RECYCLING - COMINGLE
Sissala West,1825,2001,GARBAGE COLLECTIONS,33207,2001,PAT08,GARBAGE COLLECTIONS
Lambussie Karni,1826,2001,GARBAGE COLLECTIONS,140082,2001,PAT02,GARBAGE COLLECTIONS
Lawra,1827,2001,GARBAGE COLLECTIONS,135348,2001,PH30,GARBAGE COLLECTIONS
Jomoro,1828,2000,SWEEPING,86496,2000,SDT01,SWEEPING
Ellembelle,1829,2000,RECYCLING - SINGLE STREAM,82625,2000,RTAU26,RECYCLING - SINGLE STREAM
Nzema East,1830,2000,BULK,120631,2000,BU27,BULK
Ahanta West,1831,2000,RECYCLING - SINGLE STREAM,28748,2000,RFAU11,RECYCLING - SINGLE STREAM
Sekondi Takoradi Metropolis,1832,2000,DEAD ANIMAL,19525,2000,DA01,DEAD ANIMAL
Kwesimintsim,1833,2000,BULK,40022,2000,BU19,BULK
Takoradi,1834,2000,GARBAGE COLLECTIONS,7697,2000,PAF03,GARBAGE COLLECTIONS
Sekondi,1835,2000,GARBAGE COLLECTIONS,138851,2000,PW10,GARBAGE COLLECTIONS
Essikadu-Ketan,1836,2000,RECYCLING - SINGLE STREAM,64182,2000,IRF1,RECYCLING - SINGLE STREAM
Shama,1837,2000,GARBAGE COLLECTIONS,12178,2000,PAW07,GARBAGE COLLECTIONS
Mpohor-Wassa East,1838,2000,BRUSH,43114,2000,CAPSTORM,BRUSH
Tarkwa Nsuaem Municipal,1839,2000,SWEEPING,78041,2000,DSE01,SWEEPING
Prestea/Huni Valley,1840,2000,GARBAGE COLLECTIONS,105907,2000,PAT08,GARBAGE COLLECTIONS
Wassa Amenfi East,1841,2000,GARBAGE COLLECTIONS,7125,2000,PAM51,GARBAGE COLLECTIONS
Wassa Amenfi West,1842,2000,GARBAGE COLLECTIONS,106056,2000,PAM68,GARBAGE COLLECTIONS
Aowin/Suaman,1843,2000,SWEEPING,134296,2000,SW01-R,SWEEPING
Sefwi Akontombra,1844,2000,YARD TRIMMING,113378,2000,BRAKER SITE,YARD TRIMMING
Sefwi Wiawso,1845,2000,GARBAGE COLLECTIONS,7312,2000,PAF02,GARBAGE COLLECTIONS
Sefwi Bibiani-Ahwiaso Bekwai,1846,2000,RECYCLING - SINGLE STREAM,80691,2000,RMBU20,RECYCLING - SINGLE STREAM
Juabeso,1847,2000,SWEEPING,104515,2000,S23,SWEEPING
Bia,1848,2000,RECYCLING - SINGLE STREAM,137857,2000,RMAU25,RECYCLING - SINGLE STREAM
Komenda,1849,2000,GARBAGE COLLECTIONS,134815,2000,PAF61,GARBAGE COLLECTIONS
Cape Coast Metropolis,1850,2000,GARBAGE COLLECTIONS,4646,2000,PM33,GARBAGE COLLECTIONS
Cape Coast South,1851,2000,GARBAGE COLLECTIONS,103351,2000,PF22,GARBAGE COLLECTIONS
Cape Coast North,1852,2000,BULK,14085,2000,HAFLDBU15,BULK
Abura-Asebu-Kwamankese,1853,2000,RECYCLING - SINGLE STREAM,37537,2000,RHBU20,RECYCLING - SINGLE STREAM
Mfantsiman Municipal,1854,2000,SWEEPING,123935,2000,SE14-R,SWEEPING
Ajumako-Enyan-Essiam,1855,2000,BRUSH,36266,2000,BR25,BRUSH
Gomoa West,1856,2000,RECYCLING - SINGLE STREAM,34406,2000,RWBU11,RECYCLING - SINGLE STREAM
Effutu Municipal,1857,2000,RECYCLING - SINGLE STREAM,22602,2000,RWAU10,RECYCLING - SINGLE STREAM
Gomoa East,1858,2000,GARBAGE COLLECTIONS,44101,2000,PAM78,GARBAGE COLLECTIONS
Ewutu Senya,1859,2000,GARBAGE COLLECTIONS,9598,2000,PT10,GARBAGE COLLECTIONS
Agona East,1860,2000,GARBAGE COLLECTIONS,20327,2000,PAW03,GARBAGE COLLECTIONS
Agona West,1861,2000,BRUSH,103318,2000,BR26,BRUSH
Brakwa,1862,2000,SWEEPING,130910,2000,SW13-R,SWEEPING
Assin South,1863,2000,YARD TRIMMING,113930,2000,YF07,YARD TRIMMING
Assin North Municipal,1864,2000,BRUSH,127727,2000,BR09,BRUSH
Twifo-Heman-Lower Denkyira,1865,2000,SWEEPING,132763,2000,DSN03,SWEEPING
Upper Denkyira East Municipal,1866,2000,BRUSH,68075,2000,BR12,BRUSH
Upper Denkyira West,1867,2000,GARBAGE COLLECTIONS,89869,2000,PAH68,GARBAGE COLLECTIONS
Weija (Ga South) Municipal,1868,2000,RECYCLING - SINGLE STREAM,11107,2000,RMBS41,RECYCLING - SINGLE STREAM
Ga West Municipal,1869,2000,SWEEPING,108775,2000,DSS04,SWEEPING
Ga East Municipal,1870,2000,RECYCLING - SINGLE STREAM,128042,2000,RMAU53,RECYCLING - SINGLE STREAM
Accra Metropolis,1871,2000,GARBAGE COLLECTIONS,26328,2000,PAH06,GARBAGE COLLECTIONS
Ablekuma South,1872,2000,SWEEPING,20774,2000,SB63,SWEEPING
Ablekuma Central,1873,2000,GARBAGE COLLECTIONS,17958,2000,PAT63,GARBAGE COLLECTIONS
Ashiedu Keteke,1874,2000,RECYCLING - SINGLE STREAM,72133,2000,RWBU15,RECYCLING - SINGLE STREAM
Osu Klotey,1875,2000,SWEEPING,51781,2000,NE18-R,SWEEPING
La,1876,2000,RECYCLING - SINGLE STREAM,131529,2000,RHBS33,RECYCLING - SINGLE STREAM
Ayawaso East,1877,2000,BRUSH,72927,2000,BR11,BRUSH
Ayawaso Central,1878,2000,GARBAGE COLLECTIONS,49111,2000,PAF70,GARBAGE COLLECTIONS
Okai Koi South,1879,2000,RECYCLING - COMINGLE,26964,2000,RF25,RECYCLING - COMINGLE
Ablekuma North,1880,2000,RECYCLING - PAPER,87219,2000,RM15,RECYCLING - PAPER
Okai Koi North,1881,2000,RECYCLING - PAPER,18405,2000,DM2,RECYCLING - PAPER
Ayawaso West Wogon,1882,2000,BULK,22497,2000,BU01,BULK
Adenta Municipal,1883,2000,BULK,33355,2000,BU29,BULK
Ledzokuku/Krowor Municipal,1884,2000,SWEEPING,1677,2000,UT01,SWEEPING
Ashaiman Municipal,1885,2000,GARBAGE COLLECTIONS,125921,2000,PF20,GARBAGE COLLECTIONS
Tema Metropolis,1886,2000,MULCH,28921,2000,BRAKER YT,MULCH
Tema West,1887,2000,RECYCLING - SINGLE STREAM,79072,2000,RFBU15,RECYCLING - SINGLE STREAM
Tema East,1888,2000,BULK,62035,2000,BU13,BULK
Kpone Katamanso,1889,2000,SWEEPING,78965,2000,SDT01,SWEEPING
Dangbe West,1890,2000,RECYCLING - PAPER,29563,2000,RM32,RECYCLING - PAPER
Dangbe East,1891,2000,RECYCLING - SINGLE STREAM,60904,2000,RWAU51,RECYCLING - SINGLE STREAM
South Tongu,1892,2000,BRUSH,60823,2000,BR05,BRUSH
Keta Municapal,1893,2000,YARD TRIMMING,91113,2000,YT01,YARD TRIMMING
Ketu South,1894,2000,DEAD ANIMAL,26102,2000,DA02,DEAD ANIMAL
Ketu North,1895,2000,RECYCLING - SINGLE STREAM,21302,2000,RWBU11,RECYCLING - SINGLE STREAM
Akatsi,1896,2000,RECYCLING - SINGLE STREAM,103614,2000,RHAU13,RECYCLING - SINGLE STREAM
North Tongu,1897,2000,RECYCLING - SINGLE STREAM,60578,2000,RWBS31,RECYCLING - SINGLE STREAM
Adaklu Anyigbe,1898,2000,BULK,31241,2000,BU03,BULK
Ho Municipal,1899,2000,RECYCLING - PAPER,82490,2000,IRH1,RECYCLING - PAPER
South Dayi,1900,2000,GARBAGE COLLECTIONS,36737,2000,PAM05,GARBAGE COLLECTIONS
North Dayi,1901,2000,RECYCLING - COMINGLE,135784,2000,RW02,RECYCLING - COMINGLE
Hohoe Municipal,1902,2000,SWEEPING,134496,2000,SB77,SWEEPING
Biakoye,1903,2000,BRUSH,34882,2000,BR12,BRUSH
Jasikan,1904,2000,BRUSH,6549,2000,BR01,BRUSH
Kadjebi,1905,2000,GARBAGE COLLECTIONS,5695,2000,PAH60,GARBAGE COLLECTIONS
Krachi East,1906,2000,GARBAGE COLLECTIONS,43158,2000,PT84,GARBAGE COLLECTIONS
Krachi West,1907,2000,YARD TRIMMING,8434,2000,YW01,YARD TRIMMING
Nkwanta South,1908,2000,GARBAGE COLLECTIONS,141193,2000,PAF72,GARBAGE COLLECTIONS
Nkwanta North,1909,2000,BULK,33805,2000,BU09,BULK
Birim South,1910,2000,RECYCLING - SINGLE STREAM,82996,2000,RWAS42,RECYCLING - SINGLE STREAM
Birim Municipal,1911,2000,SWEEPING,66347,2000,SE04-R,SWEEPING
West Akim Municipal,1912,2000,RECYCLING - SINGLE STREAM,126180,2000,RMBU14,RECYCLING - SINGLE STREAM
Suhum-Kraboa Coaltar,1913,2000,BULK,1993,2000,BU16,BULK
Akwapem South Municipal,1914,2000,GARBAGE COLLECTIONS,93662,2000,PAM06,GARBAGE COLLECTIONS
Akwapem North,1915,2000,RECYCLING - SINGLE STREAM,43838,2000,DH1,RECYCLING - SINGLE STREAM
New Juaben Municipal,1916,2000,GARBAGE COLLECTIONS,74914,2000,PW30,GARBAGE COLLECTIONS
Yilo Krobo,1917,2000,YARD TRIMMING,36272,2000,YHP,YARD TRIMMING
Lower Manya,1918,2000,BRUSH,130344,2000,BR18,BRUSH
Asuogyaman,1919,2000,GARBAGE COLLECTIONS,3152,2000,PAM01,GARBAGE COLLECTIONS
Upper Manya,1920,2000,BULK,83047,2000,BU02,BULK
Fanteakwa,1921,2000,GARBAGE COLLECTIONS,108428,2000,PAT51,GARBAGE COLLECTIONS
East Akim Municipal,1922,2000,BULK,128994,2000,BU03,BULK
Kwaebibirem,1923,2000,SWEEPING,25105,2000,SB74,SWEEPING
Akyem Mansa,1924,2000,GARBAGE COLLECTIONS,92877,2000,PAF54,GARBAGE COLLECTIONS
Birim North,1925,2000,GARBAGE COLLECTIONS,24353,2000,PAW51,GARBAGE COLLECTIONS
Atiwa,1926,2000,GARBAGE COLLECTIONS,16012,2000,PAW52,GARBAGE COLLECTIONS
Kwahu West Municipal,1927,2000,RECYCLING - SINGLE STREAM,123588,2000,RFBU13,RECYCLING - SINGLE STREAM
Kwahu South,1928,2000,YARD TRIMMING,95257,2000,YW08,YARD TRIMMING
Kwahu East,1929,2000,RECYCLING - SINGLE STREAM,83472,2000,RFBU24,RECYCLING - SINGLE STREAM
Kwahu North,1930,2000,RECYCLING - COMINGLE,105583,2000,RM15,RECYCLING - COMINGLE
Atwima Mponua,1931,2000,GARBAGE COLLECTIONS,134251,2000,PAM63,GARBAGE COLLECTIONS
Amansie West,1932,2000,GARBAGE COLLECTIONS,22248,2000,PAM74,GARBAGE COLLECTIONS
Amansie Central,1933,2000,YARD TRIMMING,59668,2000,YH12,YARD TRIMMING
Adansi South,1934,2000,SWEEPING,110483,2000,UT01,SWEEPING
Obuasi Municipal,1935,2000,GARBAGE COLLECTIONS,7982,2000,PAT09,GARBAGE COLLECTIONS
Adansi North,1936,2000,GARBAGE COLLECTIONS,34884,2000,PAM02,GARBAGE COLLECTIONS
Bekwai Municipal,1937,2000,GARBAGE COLLECTIONS,22439,2000,PAT77,GARBAGE COLLECTIONS
Bosome Freho,1938,2000,BRUSH,37189,2000,HD-BR,BRUSH
Asante Akim South,1939,2000,RECYCLING - SINGLE STREAM,936,2000,RFAU13,RECYCLING - SINGLE STREAM
Asante Akim North Municipal,1940,2000,RECYCLING - SINGLE STREAM,74029,2000,RWAS34,RECYCLING - SINGLE STREAM
Ejisu Juaben Municipal,1941,2000,GARBAGE COLLECTIONS,125773,2000,PM11,GARBAGE COLLECTIONS
Bosumtwi,1942,2000,SWEEPING,85079,2000,SDT01,SWEEPING
Atwima Kwanwoma,1943,2000,YARD TRIMMING,47874,2000,YM03,YARD TRIMMING
Kumasi Metropolis,1944,2000,SWEEPING,15321,2000,SC05-R,SWEEPING
Kwadaso,1945,2000,GARBAGE COLLECTIONS,41362,2000,PT12,GARBAGE COLLECTIONS
Nhyiaeso,1946,2000,SWEEPING,20548,2000,SDT01,SWEEPING
Subin,1947,2000,BULK,60531,2000,BU06,BULK
Asokwa,1948,2000,SWEEPING,50608,2000,SE12-R,SWEEPING
Oforikrom,1949,2000,MIXED LITTER,122755,2000,SPEC PROJCT,MIXED LITTER
Asawase,1950,2000,RECYCLING - SINGLE STREAM,10956,2000,RWBU25,RECYCLING - SINGLE STREAM
Manhyia,1951,2000,GARBAGE COLLECTIONS,114853,2000,PM19,GARBAGE COLLECTIONS
Old Tafo,1952,2000,BRUSH,121753,2000,BR24,BRUSH
Suame,1953,2000,RECYCLING - COMINGLE,35418,2000,RF15,RECYCLING - COMINGLE
Bantama,1954,2000,RECYCLING - SINGLE STREAM,23658,2000,RWAS40,RECYCLING - SINGLE STREAM
Atwima Nwabiagya,1955,2000,GARBAGE COLLECTIONS,100810,2000,PAW05,GARBAGE COLLECTIONS
Ahafo Ano South,1956,2000,SWEEPING,17088,2000,SW05-R,SWEEPING
Ahafo Ano North,1957,2000,GARBAGE COLLECTIONS,39725,2000,PAM06,GARBAGE COLLECTIONS
Offinso Municipal,1958,2000,GARBAGE COLLECTIONS,76917,2000,PAM73,GARBAGE COLLECTIONS
Afigya Kwabre,1959,2000,RECYCLING - SINGLE STREAM,116303,2000,DF2,RECYCLING - SINGLE STREAM
Kwabre East,1960,2000,SWEEPING,57604,2000,E15,SWEEPING
Afigya Sekyere,1961,2000,GARBAGE COLLECTIONS,70789,2000,PAM66,GARBAGE COLLECTIONS
Mampong Municipal,1962,2000,BULK,18253,2000,BU07,BULK
Sekyere East,1963,2000,YARD TRIMMING,131844,2000,YW04,YARD TRIMMING
Sekyere Afram Plains,1964,2000,YARD TRIMMING,70429,2000,YM09,YARD TRIMMING
Sekyere Central,1965,2000,BRUSH,51721,2000,BR17,BRUSH
Ejura Sekye Dumasi,1966,2000,SWEEPING,40493,2000,SB79,SWEEPING
Offinso North,1967,2000,GARBAGE COLLECTIONS,138427,2000,PW14,GARBAGE COLLECTIONS
Asunafo South,1968,2000,YARD TRIMMING,10592,2000,YM07,YARD TRIMMING
Asunafo North Municipal,1969,2000,RECYCLING - PAPER,3623,2000,RM20,RECYCLING - PAPER
Asutifi,1970,2000,GARBAGE COLLECTIONS,11110,2000,PAM04,GARBAGE COLLECTIONS
Dormaa Municipal,1971,2000,BULK,112735,2000,BU26,BULK
Dormaa East,1972,2000,GARBAGE COLLECTIONS,77416,2000,PAT01,GARBAGE COLLECTIONS
Tano South,1973,2000,BRUSH,11546,2000,BR24,BRUSH
Tano North,1974,2000,BRUSH,75053,2000,BR07,BRUSH
Sunyani Municipal,1975,2000,RECYCLING - SINGLE STREAM,132800,2000,RHAU24,RECYCLING - SINGLE STREAM
Sunyani West,1976,2000,GARBAGE COLLECTIONS,236,2000,PAM06,GARBAGE COLLECTIONS
Berekum Municipal,1977,2000,RECYCLING - SINGLE STREAM,139022,2000,DF1,RECYCLING - SINGLE STREAM
Jaman South,1978,2000,YARD TRIMMING,79386,2000,YH12,YARD TRIMMING
Jaman North,1979,2000,YARD TRIMMING,123362,2000,OF-1,YARD TRIMMING
Tain,1980,2000,YARD TRIMMING,99774,2000,YBW00,YARD TRIMMING
Wenchi Municipal,1981,2000,YARD TRIMMING,100988,2000,YH08,YARD TRIMMING
Techiman Municipal,1982,2000,BULK,39333,2000,BU31,BULK
Nkoranza South,1983,2000,GARBAGE COLLECTIONS,12216,2000,PAF69,GARBAGE COLLECTIONS
Nkoranza North,1984,2000,SWEEPING,11204,2000,SDT01,SWEEPING
Atebubu Amantin,1985,2000,YARD TRIMMING,9479,2000,YT06,YARD TRIMMING
Sene,1986,2000,GARBAGE COLLECTIONS,3427,2000,PAW82,GARBAGE COLLECTIONS
Pru,1987,2000,GARBAGE COLLECTIONS,12282,2000,PAF64,GARBAGE COLLECTIONS
Kintampo South,1988,2000,BULK,27373,2000,BU13,BULK
Kintampo North Municipal,1989,2000,YARD TRIMMING,8749,2000,YH02,YARD TRIMMING
Bole,1990,2000,GARBAGE COLLECTIONS,26433,2000,PM82,GARBAGE COLLECTIONS
Sawla-Tuna-Kalba,1991,2000,RECYCLING - PAPER,64132,2000,RM33,RECYCLING - PAPER
West Gonja,1992,2000,BULK,129312,2000,BU02,BULK
Gonja Central,1993,2000,SWEEPING,44438,2000,SE09-R,SWEEPING
East Gonja,1994,2000,BRUSH,24818,2000,BR01,BRUSH
Kpandai,1995,2000,YARD TRIMMING,26391,2000,OF-2,YARD TRIMMING
Nanumba South,1996,2000,GARBAGE COLLECTIONS,54510,2000,PT20,GARBAGE COLLECTIONS
Nanumba North,1997,2000,RECYCLING - SINGLE STREAM,2507,2000,RHBU10,RECYCLING - SINGLE STREAM
Zabzugu Tatali,1998,2000,RECYCLING - PAPER,82257,2000,RM24,RECYCLING - PAPER
Yendi Municipal,1999,2000,RECYCLING - SINGLE STREAM,34909,2000,RHAU12,RECYCLING - SINGLE STREAM
Tamale Metropolis,2000,2000,SWEEPING,53488,2000,E13-R,SWEEPING
Tamale South,2001,2000,GARBAGE COLLECTIONS,141442,2000,PAT50,GARBAGE COLLECTIONS
Tamale Central,2002,2000,SWEEPING,64013,2000,NE10-R,SWEEPING
Tamale North,2003,2000,RECYCLING - SINGLE STREAM,42840,2000,RHAS43,RECYCLING - SINGLE STREAM
Tolon Kumbugu,2004,2000,BRUSH,8121,2000,BR05,BRUSH
Savelugu Nanton,2005,2000,GARBAGE COLLECTIONS,12950,2000,PH19,GARBAGE COLLECTIONS
Karaga,2006,2000,GARBAGE COLLECTIONS,25490,2000,PAF05,GARBAGE COLLECTIONS
Gushiegu,2007,2000,SWEEPING,6970,2000,S37,SWEEPING
Saboba,2008,2000,YARD TRIMMING,126478,2000,YF02,YARD TRIMMING
Chereponi,2009,2000,GARBAGE COLLECTIONS,99992,2000,PF39,GARBAGE COLLECTIONS
Bunkpurugu Yonyo,2010,2000,RECYCLING - COMINGLE,10620,2000,RF39,RECYCLING - COMINGLE
Mamprusi East,2011,2000,SWEEPING,141587,2000,W16,SWEEPING
Mamprusi West,2012,2000,SWEEPING,77108,2000,SSN11,SWEEPING
Builsa,2013,2000,RECYCLING - COMINGLE,39181,2000,RH24,RECYCLING - COMINGLE
Kasena Nankana West,2014,2000,GARBAGE COLLECTIONS,79284,2000,PAM63,GARBAGE COLLECTIONS
Kasena Nankana East,2015,2000,RECYCLING - SINGLE STREAM,29486,2000,DT3,RECYCLING - SINGLE STREAM
Bolgatanga Municipal,2016,2000,SWEEPING,42139,2000,DSS06,SWEEPING
Talensi Nabdam,2017,2000,RECYCLING - SINGLE STREAM,30596,2000,RTBU12,RECYCLING - SINGLE STREAM
Bongo,2018,2000,BRUSH,50772,2000,ST0506,BRUSH
Bawku West,2019,2000,RECYCLING - PAPER,10693,2000,RM23,RECYCLING - PAPER
Garu Tempane,2020,2000,GARBAGE COLLECTIONS,104262,2000,PAT70,GARBAGE COLLECTIONS
Bawku Municipal,2021,2000,RECYCLING - PAPER,118262,2000,DM1,RECYCLING - PAPER
Wa West,2022,2000,GARBAGE COLLECTIONS,331,2000,PAT02,GARBAGE COLLECTIONS
Wa Municipal,2023,2000,BRUSH,59647,2000,BR07,BRUSH
Wa East,2024,2000,GARBAGE COLLECTIONS,19270,2000,PAT63,GARBAGE COLLECTIONS
Sissala East,2025,2000,GARBAGE COLLECTIONS,32162,2000,PAT66,GARBAGE COLLECTIONS
Nadowli,2026,2000,SWEEPING,74337,2000,SDT01,SWEEPING
Jirapa,2027,2000,RECYCLING - SINGLE STREAM,104519,2000,RHAU15,RECYCLING - SINGLE STREAM
Sissala West,2028,2000,GARBAGE COLLECTIONS,140772,2000,PAW66,GARBAGE COLLECTIONS
Lambussie Karni,2029,2000,YARD TRIMMING,105081,2000,YH05,YARD TRIMMING
Lawra,2030,2000,RECYCLING - COMINGLE,120478,2000,RH13,RECYCLING - COMINGLE
Jomoro,2031,2013,GARBAGE COLLECTIONS,24017,2013,PAH75,GARBAGE COLLECTIONS
Ellembelle,2032,2013,SWEEPING,96806,2013,DSS06,SWEEPING
Nzema East,2033,2013,BRUSH,38395,2013,BR15,BRUSH
Ahanta West,2034,2013,GARBAGE COLLECTIONS,84271,2013,PM30,GARBAGE COLLECTIONS
Sekondi Takoradi Metropolis,2035,2013,SWEEPING,52546,2013,SDT01,SWEEPING
Kwesimintsim,2036,2013,RECYCLING - SINGLE STREAM,17754,2013,RMBU26,RECYCLING - SINGLE STREAM
Takoradi,2037,2013,GARBAGE COLLECTIONS,95005,2013,PAF76,GARBAGE COLLECTIONS
Sekondi,2038,2013,BULK,31750,2013,BU08,BULK
Essikadu-Ketan,2039,2013,YARD TRIMMING,23919,2013,YH08,YARD TRIMMING
Shama,2040,2013,SWEEPING,24260,2013,NE04-R,SWEEPING
Mpohor-Wassa East,2041,2013,GARBAGE COLLECTIONS,138845,2013,PAW71,GARBAGE COLLECTIONS
